Setcode,"Card Name ""JP (EN)""",Image,Type,Rarity,Color,LIFE/HP,Tags,Text
hBP01-092,"オーロ・クロニー
(Ouro Kronii)",,Debut holomem,C,Blue,70,#EN #Promise,"Arts: Kronii-chiwa~
Cost: 1 blue
Power: 10
You may reattach 1 cheer from this holomem to your other holomem with #Promise.

Extra: You may include any number of this holomem in the deck"
hBP01-093,"オーロ・クロニー
(Ouro Kronii)",,1st holomem,C,Blue,160,#EN #Promise,"Arts: KroYasumi~
Cost: 1 any color
Power: 40

Arts: Good Night, KroTime
Cost: 1 blue, 1 any color
Power: 60"
hBP01-094,"オーロ・クロニー
(Ouro Kronii)",,1st holomem,U,Blue,120,#EN #Promise,"Bloom Effect: Kronii-Chiwa!
Reveal 1 cheer from your cheer deck with the same color as 1 of your holomem with #Promise, and send it to your holomem with #Promise. Then, shuffle the cheer deck.

Arts: Let’s Make It an Unforgettable fes!
Cost: 1 any color
Power: 40"
hBP01-095,"オーロ・クロニー
(Ouro Kronii)",,2nd holomem,R,Blue,200,#EN #Promise,"Collab Effect: Rewind
Return 1 of your opponent's back holomem to Debut holomem (After removing Damage, 1 Debut holomem and all of the cheers remain, and return all other cards to hand).

Arts: Fast Forward
Cost: 1 blue, 2 any color
Power: 60, +50 vs red
You may Bloom a 1st holomem from your hand on 1 of your Debut back holomem placed this turn."
hBP01-096,"兎田ぺこら
(Usada Pekora)",,Spot holomem,R,None,80,"#JP #Gen 3
#Kemomimi","Collab Effect: That is an ""Adventure""
You may roll a dice once:If it is even, reveal a Buzz holomem from your deck, and add it to hand. Then, shuffle the deck.

Arts: Pekora~ Beyond the Door~
Cost: 1 any color
Power: 10

Extra: This holomem cannot Bloom"
hBP01-097,"不知火フレア
(Shiranui Flare)",,Spot holomem,R,None,80,#JP #Gen 3 #Half-Elf,"Collab Effect: That is a ""Story of Love and Bonds""
Swap your center holomem with 1 non-resting back holomem.

Arts: Flare~ Beyond the Door~
Cost: 1 any color
Power: 20

Extra: This holomem cannot Bloom"
hBP01-098,"白銀ノエル
(Shirogane Noel)",,Spot holomem,R,None,90,#JP #Gen 3 #Alcohol,"Collab Effect: That is ""Me""
You may send 1 cheer from your archive to your holomem.

Arts: Noel~ Beyond the Door~
Cost: 2 any color
Power: 20

Extra: This holomem cannot Bloom"
hBP01-099,"宝鐘マリン
(Houshou Marine)",,Spot holomem,R,None,70,"#JP #Gen 3
#Painting #Sea","Collab Effect: That is ""Edinburgh Castle""
You may roll a dice once:If it is odd, swap your opponent's center holomem with 1 back holomem.

Arts: Marine~ Beyond the Door~
Cost: 1 any color
Power: 10

Extra: This holomem cannot Bloom"
hBP01-100,"森カリオペ
(Mori Calliope)",,Spot holomem,C,None,70,#EN #Myth #Singing,"Collab Effect: Soul Harvest
You may return 1~3 cheers from your archive to the cheer deck. Then, shuffle the cheer deck.

Arts: Soul Guidance
Cost: 1 any color
Power: 30

Extra: This holomem cannot Bloom"
hBP01-101,"ワトソン・アメリア
(Watson Amelia)",,Spot holomem,C,None,80,#EN #Myth,"Collab Effect: Clue Found
You may return 1 item from your archive to hand.

Arts: It's the Basics, Innit?
Cost: 2 any color
Power: 20

Extra: This holomem cannot Bloom"
hBP01-102,"アイドルマイク
(Idol Microphone)",,Support (Item),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #Singing from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP01-103,"ゲーミングパソコン
(Gaming PC)",,Support (Item),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you archive 1 of your holo Power.

Reveal 1 [Debut holomem or 1st holomem] other than Buzz from your deck with the same color as your Oshi holomem, and add it to hand. Then, shuffle the deck."
hBP01-104,"ふつうのパソコン
(Normal PC)",,Support (Item),C,,,,"Reveal 1 Debut holomem from your deck, and place it on stage. Then, shuffle the deck."
hBP01-105,"ペンライト
(Penlight)",,Support (Item),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you archive 1 of your holo Power.

Reveal 1 cheer from your cheer deck with the same color as 1 of your holomem, and send it to your holomem. Then, shuffle the cheer deck."
hBP01-106,"あとは任せた！
(I leave the rest to you!)",,Support (Event),U,,,,Swap your center holomem with 1 non-resting back holomem.
hBP01-107,"アンコール
(Encore)",,Support (Event),C,,,,"Return 1~3 cheers from your archive to the cheer deck. Then, shuffle the cheer deck."
hBP01-108,"じゃあ敵だね
(So, That Makes You My Enemy)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

Swap your opponent's center holomem with 1 back holomem."
hBP01-109,"月と兎の物語
(Tale of the Moon and the Rabbit)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of <Usada Pekora> and/or <Moona Hoshinova> from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP01-110,"鈍器でぶっ叩くわよ！
(I'll smack you with a blunt weapon!)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

Roll a dice once:If it is 3 or less, archive 1 of your opponent's holomem's cheers.

◆If your Oshi holomem is <Nanashi Mumei>, you may Ability Shift
[1/Game]Archive 2 of your opponent's center holomem's cheers."
hBP01-111,"ホロライブインドネシア3期生
(hololive Indonesia Gen 3)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #ID Gen 3 from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP01-112,"わくわくいたずらタイム
(Exciting Prank Time)",,Support (Event),U,,,,"Roll a dice once:If it is 4 or greater, deal 20 Special Damage to 1 of your opponent's back holomem. However, your opponent's Life does not reduce even if downed."
hBP01-113,Promise,,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #Promise from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP01-114,"石の斧
(Stone Axe)",,Support (Tool),C,,,,"■The holomem this tool is attached to gets Arts+20.
■When the holomem this tool is attached to uses Arts, deal 10 Special Damage to this holomem.

◆Additional ability if attached to a 1st or greater <Aki Rosenthal>
[1/Turn]When this holomem is restored by your ability, draw 1 card from the deck.

Only 1 tool can be attached to each of your holomem."
hBP01-115,"星街すいせいのマイク
(Hoshimachi Suisei's Microphone)",,Support (Tool),U,,,,"The holomem this tool is attached to gets Arts+10.

◆Additional ability if attached to a 1st or greater <Hoshimachi Suisei>
If the holomem this tool is attached to downed your opponent's holomem, send 1 card from the top of your cheer deck to this holomem.

Only 1 tool can be attached to each of your holomem."
hBP01-116,"うぱお
(Upao)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to <Amane Kanata>
[1/Turn]During your opponent's turn, when the holomem this mascot is attached to takes Damage, deal 20 Special Damage to your opponent's center holomem.

Only 1 mascot can be attached to each of your holomem."
hBP01-117,"フレンド
(Friend)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to <Nanashi Mumei>
During your opponent's turn, if the holomem this mascot is attached to would take Damage, you may archive this mascot:The holomem this mascot was attached to takes -30 Damage.

Only 1 mascot can be attached to each of your holomem."
hBP01-118,"あん肝
(Ankimo)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets +10 HP.

◆Additional ability if attached to <Tokino Sora>
If the holomem this mascot is attached to would use Arts, this mascot is also regarded as a white cheer.

Only 1 mascot can be attached to each of your holomem."
hBP01-119,"ジョブズ
(Jobs)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets +10 HP.

◆Additional ability if attached to <Aki Rosenthal>
When the holomem this mascot is attached to uses Arts, restore 10 HP to 1 of your holomem.

Only 1 mascot can be attached to each of your holomem."
hBP01-120,"がんも
(Ganmo)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to <Takane Lui>
When the holomem this mascot is attached to uses Arts in the Center Position, draw 1 card from your deck.

Only 1 mascot can be attached to each of your holomem."
hBP01-121,Kotori,,Support (Mascot),C,,,,"The holomem this mascot is attached to in the Center Position or Collab Position takes -10 Damage.

◆Additional ability if attached to <Takanashi Kiara>
When the Bloom level of the holomem this mascot is attached to increases, draw 1 card from your deck.

Only 1 mascot can be attached to each of your holomem."
hBP01-122,"ロゼ隊
(Rose Knights)",,Support (Fan),C,,,,"During your opponent's turn, if the holomem this fan is attached to is downed, send the top card of your cheer deck to your <Aki Rosenthal>.

You may only attach this fan to your <Aki Rosenthal>, and you may attach any number of this fan per holomem."
hBP01-123,"野うさぎ同盟
(Wild Rabbit Alliance)",,Support (Fan),C,,,,"If the holomem this fan is attached to rolled a dice by an ability, you may archive this fan:Ignore the previous results, and reroll the dice.

You may only attach this fan to your <Usada Pekora>, and you may attach any number of this fan per holomem."
hBP01-124,"開拓者
(Pioneers)",,Support (Fan),C,,,,"During your opponent's turn, if the holomem this fan is attached to is downed, reattach 1 cheer from the holomem this fan is attached to to your other holomem.

You may only attach this fan to your <AZKi>, and you may attach any number of this fan per holomem."
hBP01-125,KFP,,Support (Fan),C,,,,"When this fan is attached from hand to a holomem, you may archive 1 card from your hand:Draw 1 card from your deck.

You may only attach this fan to your <Takanashi Kiara>, and you may attach any number of this fan per holomem."
hBP01-126,"座員
(Troupe Member)",,Support (Fan),C,,,,"■If the holomem this fan is attached to would use Arts, this fan is also regarded as a red cheer.
■The holomem this fan is attached to takes +10 Damage.

You may only attach this fan to your <Omaru Polka>, and you may attach any number of this fan per holomem."
hBP02-001,"白上フブキ
(Shirakami Fubuki)",,Oshi holomem,OSR,White,5,,"Oshi Skill holo Power -2: Mascot creation
[1/Turn]Reveal 1 mascot from your deck, and add it to hand. Then, shuffle the deck.

SP Oshi Skill holo Power -2: Fubukingdom
[1/Game]Usable when your white holomem downs your opponent's holomem:You may roll a dice once for each 2 mascots attached to your holomem:If it is odd at least once, your opponent gets Life-1.

[there is also a SEC version available, which is a signed version of the OUR]"
hBP02-002,"パヴォリア・レイネ
(Pavolia Reine)",,Oshi holomem,OSR,Green,5,,"Oshi Skill holo Power -2: HALU
[1/Turn]Archive 1 green cheer from your holomem, then reveal 1 cheer from your cheer deck and send it to your holomem. Then, shuffle the cheer deck.

SP Oshi Skill holo Power -2: A Colorful Feast
[1/Game]During this turn, all of your holomem with #ID Gen 2 get Arts+20 for each color of cheer currently attached among those holomem."
hBP02-003,"宝鐘マリン
(Houshou Marine)",,Oshi holomem,OSR,Red,5,,"Oshi Skill holo Power -3: Ahoy!
[1/Turn]Bloom a holomem from your hand on 1 of your holomem with #Gen 3 which has already Bloomed this turn.

SP Oshi Skill holo Power -2: Shukkou!
[1/Game]If your center holomem is <Houshou Marine>, deal 50 Special Damage for each holomem stacked to that holomem to your opponent's center holomem or collab holomem.

[there is also a SEC version available, which is a signed version of the OUR]"
hBP02-004,"沙花叉クロヱ
(Sakamata Chloe)",,Oshi holomem,OSR,Blue,6,,"Oshi Skill holo Power -1: poepoepoe~
[1/Turn]Usable if your center holomem is <Sakamata Chloe>:Look at the top 3 cards of your deck. You may archive all 3 cards, or return them to the top of the deck in any order.

SP Oshi Skill holo Power -3: Life Reset Button
[1/Game]Count the number of cards in your hand, then return all cards in your hand and all holomem in your archive to deck, and shuffle the deck. Then, for each card you returned from your hand to deck, draw 1 card from your deck.

[there is also a SEC version available, which is a signed version of the OUR]"
hBP02-005,"紫咲シオン
(Murasaki Shion)",,Oshi holomem,OSR,Purple,5,,"Oshi Skill holo Power -1: Neeeeeee
[1/Turn]Usable when your <Murasaki Shion> rolls a dice by an ability:Ignore the previous results, and reroll the dice.

SP Oshi Skill holo Power -2: Shion's Amazing Magic
[1/Game]Usable when your purple center holomem uses Arts:For each of your opponent's center holomem's cheers, deal 50 Special Damage to your opponent's center holomem."
hBP02-006,"クレイジー・オリー
(Kureiji Ollie)",,Oshi holomem,OSR,Purple,5,,"Oshi Skill holo Power -2: Zombie Tactics
[1/Turn]Bloom a holomem from your archive on 1 of your holomem with #ID Gen 2.

SP Oshi Skill holo Power -2: Ollie resurrection
[1/Game]Draw 4 cards from your deck, then archive 2 cards from your hand. Then, you may Bloom a holomem from your archive on 1 of your holomem."
hBP02-007,"森カリオペ
(Mori Calliope)",,Oshi holomem,OSR,Purple,5,,"Oshi Skill holo Power -2: Sampling
[1/Turn]Archive 2 cards from your hand to return 2 holomem with #EN from your archive to hand.

SP Oshi Skill holo Power -2: Shinigami Rap
[1/Game]Usable if your center holomem is <Mori Calliope>:During this turn, after using Arts, one of your <Mori Calliope> uses that Arts once more."
hBP02-008,"白上フブキ
(Shirakami Fubuki)",,Debut holomem,C,White,100,"#JP #Gen 1 #Gamers
#Kemomimi #Painting","Arts: Kon kon kitsune!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP02-009,"白上フブキ
(Shirakami Fubuki)",,Debut holomem,U,White,80,"#JP #Gen 1 #Gamers
#Kemomimi #Painting","Gift: Oha-kon kitsune!
[Collab position only]All of your holomem with a mascot attached get Arts+10.

Arts: Otsu-kon-deshita
Cost: 1 white
Power: 20"
hBP02-010,"白上フブキ
(Shirakami Fubuki)",,1st holomem,C,White,150,"#JP #Gen 1 #Gamers
#Kemomimi #Painting","Arts: Sweet osmanthus flower Fubuki
Cost: 1 white
Power: 40

Arts: Thank You Friends♥
Cost: 1 white, 1 any color
Power: 60"
hBP02-011,"白上フブキ
(Shirakami Fubuki)",,1st holomem,U,White,120,"#JP #Gen 1 #Gamers
#Kemomimi #Painting","Bloom Effect: I can't look away from the truth
Reveal 1 card with #ShirakamiCharacter from your deck, and add it to hand. Then, shuffle the deck.

Arts: Damedesu yo!
Cost: 1 any color
Power: 40"
hBP02-012,"白上フブキ
(Shirakami Fubuki)",,1st holomem,R,White,100,"#JP #Gen 1 #Gamers
#Kemomimi #Painting","Bloom Effect: I'll move it a little
Reattach 1 mascot on your stage to 1 of your holomem.

Arts: Please use your strength
Cost: 1 white, 1 any color
Power: 50+
During this turn, all of your holomem with a mascot attached get Arts+20."
hBP02-013,"白上フブキ
(Shirakami Fubuki)",,2nd holomem,RR,White,180,"#JP #Gen 1 #Gamers
#Kemomimi #Painting","Gift: Together, everyone!
This holomem may have 2 mascots with different names attached.

Arts: A cornucopia of mascots
Cost: 2 white, 1 any color
Power: 80+, +50 vs purple
This Arts gets +20 for each mascot attached to all of your holomem."
hBP02-014,"白銀ノエル
(Shirogane Noel)",,Debut holomem,C,White,130,#JP #Gen 3 #Alcohol,"Arts: Konmuscle!
Cost: 1 any color
Power: 20

Extra: You may include any number of this holomem in the deck"
hBP02-015,"白銀ノエル
(Shirogane Noel)",,1st holomem,C,White,180,#JP #Gen 3 #Alcohol,"Arts: Ohamuscle!
Cost: 1 any color
Power: 30

Arts: Otsumuscle
Cost: 1 white, 1 any color
Power: 60"
hBP02-016,"白銀ノエル
(Shirogane Noel)",,1st holomem,U,White,130,#JP #Gen 3 #Alcohol,"Bloom Effect: Noe-chan's brave figure......
If Bloomed from Debut, reveal 1 [Debut holomem, 1st holomem, or Spot holomem] with #Gen 3 from your deck, and add it to hand. Then, shuffle the deck.

Arts: Burn it into your memory♡
Cost: 2 any color
Power: 30"
hBP02-017,"白銀ノエル
(Shirogane Noel)",,1st Buzz holomem,RR,White,260,#JP #Gen 3 #Alcohol,"Arts: A fluffy, meatheaded knight
Cost: 2 any color
Power: 50

Arts: 3rd Generation Power
Cost: 1 white, 2 any color
Power: 60+
[Collab position only]This Arts gets +20 for each of your other holomem with #Gen 3. However, only up to 4 holomem are counted.

Extra: If this holomem is downed, you get Life-2"
hBP02-018,"パヴォリア・レイネ
(Pavolia Reine)",,Debut holomem,C,Green,100,"#ID #ID Gen 2 #Bird
#Painting","Arts: Perhatian!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP02-019,"パヴォリア・レイネ
(Pavolia Reine)",,Debut holomem,U,Green,60,"#ID #ID Gen 2 #Bird
#Painting","Collab Effect: How to get your friends to HALU
You may send 1 cheer from your archive to your holomem.

Arts: Very Easy!
Cost: 1 any color
Power: 20"
